Número Proveedor,Nombre Proveedor,tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razón Social,Tipo de Contribuyente,CUIT,Fecha,baja,activo,Frecuencia,f_donacion,Importe,Nro_Cuenta,Ciudad,Pais,Categor/a Proveedor,fecha_a,fecha_b,detalle_ing,tipoCta,importeResultados
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,12/5/2021,13240,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,13240
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,30/6/2021,27493,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,27493
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,14/7/2021,222261,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,222261
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,5/8/2021,102864,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,102864
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,19/9/2021,228710,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,228710
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,3/10/2021,291540,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,291540
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,22/11/2021,366630,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,366630
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,9/12/2021,446985,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,446985
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,3/1/2022,326348,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,326348
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,18/2/2022,429540,405100,Santiago del Estero,Argentina,Energía Solar,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,429540
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,7/3/2022,303796,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,303796
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,25/4/2022,262362,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,262362
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,12/5/2022,523067,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,523067
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,30/6/2022,534547,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,534547
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,15/7/2022,307194,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,307194
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,9/8/2022,462809,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,462809
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,23/9/2022,434394,405100,Río Cuarto,Argentina,Transporte,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,434394
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,7/10/2022,291606,405100,Buenos Aires,Argentina,Construcción,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,291606
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,20/11/2022,217008,405100,Buenos Aires,Argentina,Construcción,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,217008
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,5/12/2022,592642,405100,Buenos Aires,Argentina,Construcción,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,592642
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,21/1/2022,74488,405100,Buenos Aires,Argentina,Construcción,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,74488
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,14/2/2022,14428,405100,Buenos Aires,Argentina,Construcción,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,14428
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,7/3/2022,47448,405100,Buenos Aires,Argentina,Construcción,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,47448
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,22/4/2022,67094,405100,Buenos Aires,Argentina,Construcción,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,67094
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,10/5/2022,59924,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,59924
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,30/6/2022,46713,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,46713
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,15/7/2022,59286,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,59286
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,4/8/2022,89666,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,89666
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,19/9/2022,81847,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,81847
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,5/10/2022,83619,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,83619
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,23/11/2022,166344,405100,Villa María,Argentina,Agroindustria,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,166344
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,9/12/2022,174132,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,174132
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,2/1/2023,570388,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,570388
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,16/2/2023,349275,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,349275
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,8/3/2023,561428,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,561428
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,25/4/2023,579438,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,579438
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,12/5/2023,359406,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,359406
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,30/6/2023,590415,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,590415
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,14/7/2023,410481,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,410481
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,9/8/2023,234722,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,234722
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,22/9/2023,334523,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,334523
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,7/10/2023,366542,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,366542
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,19/11/2023,537160,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,537160
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/01/2022,31/12/2023,NO,Mensual,5/12/2023,553331,405100,,,,1/1/2022,31/12/2023,Ingresos Servicios,Ingresos,553331
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,1/1/2023,356962,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,356962
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,15/2/2023,263071,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,263071
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,8/3/2023,525330,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,525330
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,23/4/2023,508349,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,508349
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,12/5/2023,501922,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,501922
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,30/6/2023,462336,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,462336
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,14/7/2023,445924,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,445924
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,5/8/2023,341986,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,341986
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,19/9/2023,307348,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,307348
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,3/10/2023,449104,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,449104
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,22/11/2023,265027,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,265027
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/01/2023,31/12/2023,NO,Mensual,9/12/2023,547298,405100,,,,1/1/2023,31/12/2023,Ingresos Servicios,Ingresos,547298
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/1/2020,60805,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,60805
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/3/2020,32127,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,32127
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/5/2020,63835,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,63835
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/7/2020,84204,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,84204
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/9/2020,121573,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,121573
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/11/2020,179927,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,179927
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/1/2021,433438,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,433438
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/3/2021,526926,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,526926
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/5/2021,271642,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,271642
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/7/2021,400338,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,400338
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/9/2021,545228,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,545228
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/11/2021,244089,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,244089
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/1/2022,569863,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,569863
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/3/2022,465762,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,465762
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/5/2022,268395,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,268395
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/7/2022,694300,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,694300
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/9/2022,676067,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,676067
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/11/2022,727911,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,727911
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/1/2023,538554,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,538554
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/3/2023,572337,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,572337
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/5/2023,604351,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,604351
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/7/2023,563349,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,563349
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/9/2023,697998,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,697998
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/11/2023,675277,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,675277
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/1/2024,747671,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,747671
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/3/2024,607880,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,607880
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/5/2024,668347,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,668347
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/01/2020,,SI,Bimestral,1/7/2024,761671,405100,,,,1/1/2020,,Ingresos Servicios,Ingresos,761671
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,1/1/2024,771106,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,771106
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,15/2/2024,626668,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,626668
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,8/3/2024,647753,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,647753
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,22/4/2024,571778,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,571778
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,10/5/2024,783804,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,783804
